time,'Heater 1: T (C)', 'Heat Element 1', 'Heater 1: enable', 'Heater 2: T (C)', 'Heat Element 2', 'Heater 2: enable', 'Sample Temperature 1: T (C)', 'Sample Temperature 2: T (C)', 'Sample Temperature 3: T (C)', 'Sample Temperature 4: T (C)', 'Steady State: State ()',,,pid,500-4-1
11:41.5,40.17471537, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:42.0,40.17471537, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:42.3,40.17471537, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:42.7,40.17471537, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:43.2,40.17471537, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:43.5,40.17471537, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:44.2,40.19346105, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:44.6,40.19346105, 'off', 'on',39.31883219, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:45.0,40.17471537, 'off', 'on',39.31883219, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:45.4,40.17471537, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:45.8,40.17471537, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:46.2,40.19346105, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:46.6,40.21220673, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:47.0,40.21220673, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:47.4,40.23095242, 'off', 'on',39.26319907, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:47.8,40.23095242, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:48.2,40.2496981, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:48.6,40.23095242, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:49.0,40.23095242, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:49.4,40.2496981, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:49.8,40.2496981, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:50.3,40.2496981, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:50.7,40.2496981, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:51.1,40.23095242, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:51.5,40.21220673, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:52.2,40.21220673, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:52.5,40.21220673, 'off', 'on',39.31883219, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:53.0,40.21220673, 'off', 'on',39.31883219, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:53.4,40.21220673, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:53.8,40.21220673, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:54.2,40.19346105, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:54.6,40.19346105, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:55.0,40.19346105, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:55.4,40.21220673, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:55.8,40.23095242, 'off', 'on',39.31883219, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:56.2,40.23095242, 'off', 'on',39.31883219, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:56.6,40.23095242, 'on', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:57.1,40.23095242, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:57.5,40.21220673, 'off', 'on',39.31883219, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:57.9,40.21220673, 'off', 'on',39.31883219, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:58.3,40.21220673, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:58.7,40.23095242, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:59.4,40.23095242, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
11:59.8,40.21220673, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:00.2,40.23095242, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:00.6,40.21220673, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:01.0,40.21220673, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:01.5,40.23095242, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:01.9,40.2496981, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:02.3,40.2496981, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:02.7,40.26844379, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:03.2,40.26844379, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:03.5,40.2496981, 'off', 'on',39.35598068, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:03.9,40.23095242, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:04.4,40.2496981, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:04.7,40.26844379, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:05.2,40.26844379, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:05.6,40.28718947, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:06.0,40.28718947, 'off', 'on',39.31883219, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:06.6,40.28718947, 'off', 'on',39.31883219, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:07.1,40.28718947, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:07.5,40.28718947, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:07.9,40.28718947, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:08.3,40.28718947, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:08.7,40.28718947, 'off', 'on',39.26319907, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:09.1,40.28718947, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:09.5,40.28718947, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:09.9,40.28718947, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:10.3,40.28718947, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:10.8,40.28718947, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:11.2,40.28718947, 'off', 'on',39.31883219, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:11.6,40.28718947, 'off', 'on',39.31883219, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:12.0,40.28718947, 'off', 'on',39.31883219, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:12.4,40.28718947, 'off', 'on',39.31883219, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:12.9,40.26844379, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:13.6,40.26844379, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:14.0,40.28718947, 'off', 'on',39.31883219, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:14.4,40.28718947, 'off', 'on',39.31883219, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:14.8,40.28718947, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:15.3,40.28718947, 'off', 'on',39.31883219, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:15.7,40.28718947, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:16.1,40.28718947, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:16.5,40.28718947, 'off', 'on',39.26319907, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:16.9,40.28718947, 'off', 'on',39.26319907, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:17.3,40.28718947, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:17.7,40.28718947, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:18.1,40.28718947, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:18.6,40.28718947, 'off', 'on',39.31883219, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:19.0,40.28718947, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:19.4,40.28718947, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:19.9,40.28718947, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:20.3,40.28718947, 'off', 'on',39.31883219, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:20.9,40.28718947, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:21.4,40.28718947, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:21.8,40.28718947, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:22.2,40.28718947, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:22.6,40.28718947, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:23.0,40.28718947, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:23.5,40.28718947, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:23.9,40.28718947, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:24.2,40.28718947, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:24.7,40.26844379, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:25.1,40.26844379, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:25.5,40.2496981, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:26.0,40.26844379, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:26.4,40.26844379, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:26.8,40.26844379, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:27.2,40.26844379, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:27.6,40.28718947, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:28.2,40.28718947, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:28.7,40.28718947, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:29.1,40.28718947, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:29.5,40.28718947, 'off', 'on',39.33737656, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:30.0,40.28718947, 'off', 'on',39.31883219, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:30.4,40.28718947, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:30.7,40.28718947, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:31.2,40.28718947, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:31.6,40.28718947, 'off', 'on',39.26319907, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:32.0,40.28718947, 'off', 'on',39.26319907, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:32.4,40.28718947, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:32.8,40.28718947, 'off', 'on',39.30028782, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:33.2,40.28718947, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:33.6,40.28718947, 'off', 'on',39.26319907, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:34.0,40.28718947, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:34.5,40.28718947, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:35.1,40.28718947, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:35.5,40.26844379, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:35.9,40.26844379, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:36.4,40.26844379, 'off', 'on',39.26319907, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:36.8,40.26844379, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:37.2,40.26844379, 'off', 'on',39.26319907, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:37.6,40.26844379, 'off', 'on',39.2446547, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:38.1,40.26844379, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:38.5,40.26844379, 'off', 'on',39.2446547, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:38.9,40.2496981, 'off', 'on',39.26319907, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:39.3,40.26844379, 'off', 'on',39.26319907, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:39.7,40.26844379, 'off', 'on',39.2446547, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:40.2,40.28718947, 'off', 'on',39.26319907, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:40.6,40.28718947, 'off', 'on',39.26319907, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:41.0,40.26844379, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:41.4,40.26844379, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:41.8,40.26844379, 'off', 'on',39.26319907, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:42.4,40.26844379, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:42.9,40.28718947, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:43.3,40.26844379, 'off', 'on',39.28174344, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:43.7,40.2496981, 'off', 'on',39.26319907, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:44.1,40.2496981, 'off', 'on',39.26319907, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:44.5,40.2496981, 'off', 'on',39.2446547, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:44.9,40.23095242, 'off', 'on',39.2446547, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:45.4,40.21220673, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:45.8,40.23095242, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:46.2,40.23095242, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:46.6,40.21220673, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:47.0,40.21220673, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:47.5,40.21220673, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:47.9,40.19346105, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:48.3,40.21220673, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:48.7,40.21220673, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:49.4,40.23095242, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:49.9,40.21220673, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:50.3,40.23095242, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:50.8,40.2496981, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:51.2,40.23095242, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:51.6,40.2496981, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:52.0,40.26844379, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:52.5,40.26844379, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:52.9,40.2496981, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:53.4,40.26844379, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:53.8,40.2496981, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:54.2,40.26844379, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:54.7,40.2496981, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:55.1,40.26844379, 'off', 'on',39.2446547, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:55.5,40.26844379, 'off', 'on',39.2446547, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:56.0,40.26844379, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:56.4,40.28718947, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:57.1,40.26844379, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:57.4,40.2496981, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:57.9,40.2496981, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:58.4,40.2496981, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:58.8,40.2496981, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:59.2,40.2496981, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
12:59.7,40.2496981, 'off', 'on',39.2446547, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
13:00.1,40.2496981, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
13:00.5,40.2496981, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
13:00.9,40.2496981, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
13:01.4,40.23095242, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
13:01.8,40.21220673, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
13:02.2,40.21220673, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
13:02.7,40.21220673, 'off', 'on',39.2446547, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
13:03.1,40.19346105, 'off', 'on',39.2446547, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
13:03.5,40.19346105, 'off', 'on',39.2446547, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
13:03.9,40.19346105, 'off', 'on',39.2446547, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
13:04.6,40.19346105, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
13:05.0,40.19346105, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
13:05.4,40.21220673, 'off', 'on',39.20762525, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
13:05.9,40.19346105, 'off', 'on',39.22611033, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
13:06.3,40.17471537, 'off', 'on',39.20762525, 'off',0,-25.89092862,-25.95822219,-16.99845665,-24.86428869, 'Steady',,,,
